type age height falls density
Oak 53 25.39 0 13.3
Elm 82 33.05 0 25.6
Dogwood 7 95.12 1 20.7
Elm 24 49.06 0 28
Oak 52 72.36 0 19.5
Sugarberry 27 20.79 1 20
Dogwood 76 62.65 0 22.4
Oak 41 32.1 1 20.4
Dogwood 12 106.73 0 17.6
Sugarberry 155 61.86 1 14.5
Dogwood 4 118.93 1 14.3
Sycamore 19 26.92 0 25.5
Elm 21 37.93 1 18.7
Oak 22 73.21 0 15.3
Sycamore 35 110.67 1 14.2
Elm 26 105.47 0 29.4
Dogwood 10 80.52 0 23.4
Oak 32 84.87 0 14.2
Oak 30 72.71 0 11.1
Oak 6 41.14 0 21.6
Elm 36 107.52 0 12.8
Elm 4 74.87 0 12.4
Oak 28 54.15 0 29.9
Elm 64 60.61 1 25.4
Sycamore 16 53.03 0 16.4
Sycamore 56 78.37 0 28.7
Elm 23 107.37 0 24
Elm 41 59.81 1 28.5
Sugarberry 19 62.31 1 11.1
Sycamore 100 24.07 1 24.2
Oak 36 104.33 0 10
Oak 33 27.48 0 16.8
Oak 91 23.91 1 27
Sugarberry 18 117.79 0 10.6
Oak 10 77.37 1 11.1
Sycamore 18 49.65 1 19.3
Dogwood 44 112.4 1 23.2
Dogwood 29 78.09 1 19.4
Sycamore 23 79.93 0 28.4
Oak 6 81.14 0 22.9
Dogwood 93 82.91 1 19.6
Oak 2 112.1 0 17.2
Sycamore 19 110.19 0 23.7
Sugarberry 79 50.19 1 20.9
Sugarberry 29 90.77 0 18.6
Dogwood 6 94.1 1 14.8
Oak 24 30.53 1 12.4
Dogwood 21 89.82 0 27.9
Elm 19 108.94 0 27.4
Sycamore 14 109.49 1 16.3
Oak 24 101.01 0 11.2
Dogwood 13 38.32 0 21.5
Sycamore 20 117.32 1 26.6
Sugarberry 16 105.48 0 11.7
Sugarberry 19 41.86 0 11
Oak 4 40.36 1 28.6
Sugarberry 12 37.76 0 15.1
Sugarberry 19 95.56 0 12.6
Dogwood 110 112.49 1 20.9
Dogwood 65 106.03 1 24.3
Dogwood 69 64.95 1 27.7
Sugarberry 6 74.58 0 27.9
Dogwood 46 78.85 1 24.4
Elm 8 35.15 0 26.8
Sycamore 7 114.99 1 15.5
Dogwood 112 42.59 1 29.8
Sycamore 61 94.5 1 27.8
Oak 13 46.74 0 25.9
Elm 25 117.47 1 15.4
Oak 37 56.69 0 14.5
Sugarberry 102 77.16 1 17.5
Sugarberry 17 45.39 0 22.5
Sycamore 27 67.7 1 16.1
Sugarberry 80 87.97 0 29.6
Dogwood 4 98.71 0 28.4
Sugarberry 40 51.43 0 29
Sycamore 53 82.06 0 26.5
Sugarberry 11 119.69 0 14
Oak 20 105.44 1 23
Elm 39 68.87 0 25.9
Sugarberry 12 25.75 1 15.4
Oak 1 95.55 0 22.5
Oak 61 92.56 1 12.1
Dogwood 49 63.04 1 18.5
Elm 10 58.86 1 28
Sycamore 36 53.44 1 15.5
Sugarberry 42 84.42 0 24.7
Dogwood 16 70.93 0 13.6
Dogwood 36 64.2 1 11.8
Sycamore 18 58.45 0 10.9
Dogwood 16 31.85 1 24.6
Elm 20 69.42 1 24.4
Elm 1 27.54 1 10.5
Oak 22 25.9 0 14.7
Sycamore 33 42.99 1 18.9
Oak 27 60.94 0 16.6
Elm 36 78.63 0 21
Dogwood 26 82.28 0 20
Sycamore 5 115.98 0 24.7
Oak 31 82.61 0 21.1
Sugarberry 11 34.64 1 23.8
Sycamore 16 37.82 0 23.4
Sycamore 25 23.06 0 28.3
Dogwood 13 118.68 0 14.6
Oak 61 78.15 1 10.5
Sycamore 50 46.82 1 20.6
Oak 46 88.79 0 27.8
Sugarberry 4 52.41 0 28.7
Elm 19 32.77 0 28.9
Oak 38 66.24 0 22.8
Oak 14 86.74 0 15.8
Sycamore 21 119.01 0 17.8
Dogwood 13 27.62 0 25
Oak 97 96.93 1 23.6
Oak 11 78.82 0 27.1
Oak 46 70.93 0 27.7
Elm 39 81.11 0 19
Oak 29 35.47 0 20.1
Sycamore 47 95.63 1 12.3
Sycamore 10 108.95 1 29
Sugarberry 16 62.29 0 27.2
Sugarberry 11 36.02 1 12.2
Sycamore 13 37.65 0 12.3
Oak 16 62.47 0 10
Dogwood 52 62.97 1 17.6
Dogwood 46 28.11 0 24.1
Elm 26 76.13 1 24.1
Oak 32 97.71 0 23.2
Oak 31 78.81 0 10.9
Dogwood 76 54.19 1 24.7
Elm 51 29.23 1 12.5
Sycamore 17 74.29 1 27
Oak 37 34.72 1 28.6
Sugarberry 6 117 0 14.8
Dogwood 16 53.87 1 29.3
Sycamore 59 70.53 1 18.1
Sugarberry 7 48.96 0 11.2
Sycamore 33 33.06 1 21.9
Sycamore 92 48.52 1 20.7
Dogwood 30 45.01 0 24.6
Sugarberry 4 26.13 0 10.7
Sugarberry 26 116.8 0 27.7
Sugarberry 59 90.06 1 19.2
Oak 76 50.44 1 24.5
Sycamore 14 72.04 0 27.9
Sycamore 28 69.91 0 12.6
Sugarberry 130 29.98 1 26
Dogwood 24 56.8 0 10.3
Oak 8 39.05 0 13.8
Sycamore 9 45.55 0 15.9
Sugarberry 25 56.71 1 19.4
Oak 32 32.94 0 14.9
Elm 17 56.58 0 27.6
Sugarberry 1 102.8 1 15.2
Oak 81 116.02 0 19.4
Sugarberry 19 64.59 1 19.5
Elm 8 102.58 1 28.1
Sycamore 27 88.27 0 27.6
Sycamore 11 84.89 0 19.8
Sugarberry 32 49.75 0 25.2
Sugarberry 52 77.28 0 20.9
Dogwood 82 66.87 1 21.2
Sugarberry 2 105.99 0 22.8
Elm 39 31.07 1 14.8
Sycamore 4 102.03 1 12.3
Sugarberry 19 99.12 1 23.3
Elm 24 82.52 0 11.9
Sycamore 80 42.44 1 18.7
Dogwood 4 52.03 1 24.1
Sycamore 27 36.94 0 21.3
Sycamore 9 21.4 0 18.4
Oak 5 67.82 0 13.3
Oak 5 107.08 0 15.6
Sycamore 38 101.7 0 13.9
Elm 37 97.6 0 25
Sycamore 49 22.7 1 18.5
Sugarberry 11 69.98 0 13.6
Elm 82 53.2 1 10.5
Sugarberry 9 69.99 1 23.6
Dogwood 37 26.13 0 15.8
Elm 13 115.96 0 17.3
Sycamore 39 34.22 0 21.5
Elm 1 48.32 0 16.7
Sugarberry 32 21.25 1 13.2
Sugarberry 4 110.82 0 15.2
Sycamore 13 35.46 0 13.1
Elm 112 78.75 1 26.1
Oak 20 106.9 0 27.5
Sugarberry 21 35.01 0 24.9
Oak 45 92.49 0 29.3
Sugarberry 26 22.3 0 11.7
Oak 9 114.74 0 22.1
Sugarberry 21 57.5 0 12.7
Oak 134 66.36 1 11.2
Sugarberry 14 59.72 0 14.7
Oak 36 100.19 0 15.2
Dogwood 39 32.99 0 27.3
Sycamore 29 107.9 0 22.3
Elm 22 68.96 0 17.7
Sugarberry 87 73.17 0 28.5
Dogwood 24 28.44 0 21.6
Sycamore 17 116.78 0 21.6
Oak 33 63.93 1 17.8
Oak 7 94.73 0 14.9
Sycamore 16 90.51 0 24.9
Sycamore 24 94.69 0 23.2
Elm 72 113.62 0 20.7
Sugarberry 51 97.97 0 21.3
Elm 20 45.27 0 17.5
Dogwood 1 75.83 0 18.5
Dogwood 27 59.91 0 15.3
Dogwood 18 84.35 0 24
Oak 65 53.05 1 12.2
Sycamore 21 77.52 1 11.9
Sugarberry 23 71.63 0 24.2
Sugarberry 18 97.96 1 10.8
Dogwood 25 20.52 1 10.7
Sugarberry 23 21.88 0 22.7
Sycamore 43 97.39 0 14.3
Sugarberry 7 51.48 0 24.3
Sycamore 21 59.46 0 14.8
Elm 11 28.18 1 20.6
Sugarberry 54 89.72 0 18.5
Elm 36 100.11 1 15.9
Oak 10 34.82 0 19.1
Dogwood 35 108.01 0 16.3
Dogwood 30 72.2 0 15.9
Dogwood 4 49.22 0 26.2
Sycamore 64 75.95 1 11.2
Sugarberry 12 34.55 0 21.3
Oak 40 114.48 1 24.4
Dogwood 49 55.78 1 26.3
Elm 11 87.77 0 25.8
Dogwood 19 57.89 0 17.3
Elm 24 102.97 0 28.3
Oak 16 41.95 0 18.3
Elm 6 27.35 1 29.9
Sugarberry 15 36.51 1 17.6
Sugarberry 21 97.4 0 10.6
Dogwood 24 70.26 0 16.9
Oak 58 49.81 0 23.6
Sycamore 11 25.32 0 20.8
Oak 37 101.79 0 21.5
Oak 36 31.22 1 13.9
Sycamore 108 51.74 1 15.6
Sycamore 19 84.41 1 19.4
Dogwood 65 70.96 0 18.9
Sugarberry 26 21.18 0 17.2
Sycamore 13 78.97 0 18.8
Sugarberry 19 118.85 0 17.9
Oak 35 65.74 0 19.3
Oak 8 106 1 11.5
Dogwood 13 23.24 0 17.8
Elm 5 79.88 0 17.8
Sycamore 28 22.39 1 15.8
Dogwood 5 115.16 1 22
Dogwood 7 95.29 0 16.2
Sugarberry 9 64.44 1 12.6
Sycamore 18 115.79 1 18.1
Sugarberry 27 59.96 0 16.4
Sugarberry 12 92.19 0 11.3
Oak 21 86.54 1 16.4
Sugarberry 17 60.8 0 21.9
Dogwood 13 94.87 1 13.8
Oak 76 39.23 1 15.2
Dogwood 33 46.41 1 22
Dogwood 138 58.18 1 11.2
Dogwood 44 24.75 1 15.9
Sycamore 26 27.86 0 19.3
Sycamore 33 85.46 0 25
Sycamore 39 94.4 0 25.4
Oak 13 29.78 1 19.7
Dogwood 21 108.11 1 27.9
Dogwood 29 42.29 0 12.7
Dogwood 39 110.44 1 10.9
Oak 14 40.41 1 13.9
Sugarberry 22 115.31 0 29.6
Sycamore 41 119.67 0 26.4
Sycamore 34 28.43 1 27.6
Sycamore 39 38.92 1 19.5
Sugarberry 44 118.99 0 11.4
Sugarberry 15 32.02 0 16.7
Sycamore 16 107.99 0 19.1
Dogwood 30 108.91 1 29.5
Dogwood 23 29.22 1 24.7
Sugarberry 1 35.23 0 14.7
Sugarberry 54 60.13 0 28.2
Sycamore 15 60.1 0 24.4
Elm 17 72.63 0 12.8
Dogwood 44 99.35 1 15.9
Dogwood 4 100.26 0 26.6
Dogwood 4 80.93 0 16
Dogwood 6 109.2 0 20
Dogwood 14 26.82 0 23.3
Sugarberry 10 43.18 0 14.8
Oak 43 47.73 0 29.1
Sycamore 45 69.94 1 23
Elm 13 113.42 0 19
Oak 6 75.82 0 11.4
Sugarberry 48 33.99 1 26.2
Sugarberry 19 44.8 1 27
Elm 12 37.79 1 27.7
Dogwood 29 57.45 0 24.1
Oak 13 79.7 0 22.3
Dogwood 17 86.91 0 19.6
Sycamore 3 84.71 0 18
Elm 30 45.36 0 20.6
Dogwood 38 21.1 0 13.2
Oak 48 47.78 0 17.3
Elm 71 86.84 1 11.7
Sycamore 25 31.35 1 23.2
Sugarberry 7 107.27 0 10.5
Oak 77 60.54 0 16.5
Sycamore 9 42.73 1 10.3
Sugarberry 39 72.14 0 17.4
Oak 40 25.34 0 19.9
Elm 47 64.1 0 28.2
Dogwood 61 103.61 0 17.4
Dogwood 7 76.15 0 28.3
Dogwood 91 96.9 1 21.4
Elm 14 47.43 1 15.9
Sycamore 12 89.75 1 19
Elm 16 118.55 1 29.1
Sugarberry 18 88.04 0 16.3
Oak 27 85.24 1 29.1
Dogwood 12 36 0 21.3
Sycamore 3 59.47 1 23
Elm 79 115.98 1 25.8
Sugarberry 42 26.42 0 20
Sycamore 57 38.87 0 20.8
Oak 8 26.89 0 29
Oak 47 68.65 0 20.6
Dogwood 33 53.3 1 17.2
Dogwood 29 102.62 0 23.2
Sugarberry 127 96.08 1 24.9
Elm 65 55.5 0 23.7
Sugarberry 7 29.06 1 22.9
Sycamore 8 105.7 1 20.2
Elm 30 61.84 1 19.7
Sycamore 11 43.44 1 28.6
Sycamore 15 70.9 1 14.2
Elm 8 36.3 0 14.1
Oak 15 74.3 1 16.6
Oak 33 41.24 0 14.4
Dogwood 27 88.4 1 19.2
Dogwood 2 71.2 0 15.9
Dogwood 48 70.7 1 26.4
Sycamore 26 106.25 0 25.5
Oak 16 58.68 1 21.7
Sycamore 29 88.41 0 18.3
Dogwood 12 89.41 0 25.8
Sugarberry 13 115.62 0 21
Oak 8 40.89 1 21.8
Sugarberry 3 55.88 0 21.9
Sycamore 19 37.28 0 24.4
Elm 9 68.18 0 15
Elm 18 87.23 0 25.1
Dogwood 65 39.8 0 25.8
Elm 14 98.99 0 17.8
Dogwood 11 102.64 0 10.1
Elm 67 41.5 0 10.6
Sycamore 27 105.26 0 15
Sugarberry 35 119.4 0 23.8
Dogwood 53 113.55 1 15
Dogwood 17 58.44 0 27.7
Oak 13 56.33 1 14.6
Dogwood 39 57.49 0 23.4
Dogwood 5 57.47 0 10.9
Dogwood 50 98.52 0 26.9
Sugarberry 6 90.72 0 11.3
Elm 3 30.19 0 17.4
Elm 21 103.02 1 24.8
Sycamore 18 69.03 0 17.4
Elm 9 55.07 0 29.2
Dogwood 14 94.41 0 17.1
Oak 15 28.32 0 14.3
Oak 46 70.2 0 13
Sugarberry 37 85.66 1 28
Oak 17 33.55 0 19
Dogwood 46 105.65 1 15
Dogwood 23 91.35 0 15.5
Oak 47 39.25 0 14.5
Elm 18 89.83 0 17.3
Elm 11 58.29 0 23.9
Dogwood 1 85.23 1 27.2
Oak 25 99.36 0 11.4
Sugarberry 31 52.19 1 19.2
Sugarberry 49 115.38 0 23.1
Elm 11 84.21 1 15.3
Dogwood 83 49.58 1 17.4
Dogwood 11 21.32 0 19.8
Elm 5 115.35 0 15.1
Oak 41 85.17 0 29.7
Dogwood 5 54.14 0 23.5
Elm 14 82.1 0 24.5
Elm 52 43.72 1 17.4
Oak 32 75.15 0 20.9
Sycamore 9 59.2 0 26
Oak 26 85.89 0 18.9
Sycamore 23 89.65 1 25.2
Oak 7 65.54 0 24.6
Sycamore 54 20.31 0 14.3
Sugarberry 63 118.5 0 29.4
Sycamore 26 92.01 0 23
Dogwood 10 72.16 0 28.5
Dogwood 18 20.3 1 15.5
Elm 12 86.97 0 17.7
Sycamore 19 115.54 0 26.9
Sycamore 37 82.45 0 27.4
Elm 44 81.33 0 10.7
Oak 73 81.06 1 20
Oak 17 113.74 1 11.4
Sugarberry 1 72.99 0 16
Oak 14 114.37 0 15.8
Oak 10 95.89 0 27.9
Oak 8 57.31 0 23.4
Sycamore 38 28.82 1 19.3
Sugarberry 38 91.33 0 17.4
Elm 42 44.66 1 22.7
Elm 22 109.57 0 12
Sugarberry 2 66.26 0 21.7
Oak 25 111.63 0 23.9
Sugarberry 5 114.06 0 22
Sugarberry 22 108.64 0 24.6
Elm 53 38.72 1 16.6
Sugarberry 54 94.47 0 26.1
Elm 22 36.18 1 18
Sycamore 68 21.95 1 13.7
Sycamore 65 93.94 1 14.5
Sycamore 31 60.58 0 21.6
Dogwood 31 56.99 0 17.9
Sycamore 59 79.94 0 10.1
Elm 2 80.87 1 26.6
Sycamore 6 32.42 1 11.5
Dogwood 14 61.26 0 24.3
Sugarberry 19 94.44 0 29.5
Sugarberry 4 89.68 1 13.3
Elm 5 31.36 0 20
Dogwood 15 113.03 1 25.1
Oak 19 49.16 0 12.6
Sycamore 8 63.87 0 28.9
Oak 71 49.3 0 20.2
Dogwood 4 92.23 1 15.2
Oak 34 118.65 1 24.2
Sycamore 25 106.83 0 20.4
Dogwood 10 96.83 0 13.4
Sycamore 111 71.1 1 24.6
Sugarberry 18 47.4 0 13.6
Dogwood 102 83.12 1 24.7
Sugarberry 15 81.38 0 11.7
Sycamore 88 27.7 1 29.3
Sycamore 27 32.59 1 10.8
Dogwood 165 27.37 1 10.6
Oak 33 95.42 1 24.2
Oak 11 57.53 0 21.9
Oak 19 31.5 0 10.6
Sycamore 66 46.91 1 25.7
Dogwood 68 111.65 1 14.3
Sycamore 51 116.3 1 17.1
Sycamore 8 98.06 0 12.3
Sugarberry 55 31.51 1 12.7
Dogwood 96 71.45 1 10.4
Sycamore 13 112.98 0 12.9
Oak 32 51.94 1 12.6
Elm 16 56.62 0 25.1
Sycamore 48 107.89 0 19.5
Oak 37 37.43 0 22.8
Elm 68 69.17 0 16.8
Sycamore 26 47.82 0 15.6
Elm 21 52.44 0 17.7
Dogwood 73 88.88 1 29.2
Sycamore 24 70.37 0 14.2
Oak 53 56.71 0 18.1
Sycamore 23 85.9 0 16.8
Dogwood 28 118.31 0 21.9
Elm 9 45.56 0 14
Oak 69 99.48 1 27.5
Sycamore 14 111.57 0 25
Sugarberry 6 31.16 1 22
Elm 35 39.02 1 11.5
Elm 7 27.67 0 12.6
Oak 59 28.82 1 18.4
Dogwood 48 105.15 0 26.5
Elm 31 102.81 0 21.8
Oak 13 89.9 0 14.9
Oak 6 73.43 0 17.7
Dogwood 23 46.44 0 18.1
Dogwood 72 66.09 1 21.1
Elm 62 77.21 1 24.9
Oak 18 102.58 0 27.9
Dogwood 56 103.68 1 24.9
Sycamore 66 49.75 1 29.4
Dogwood 55 70.99 0 29.8
Dogwood 84 107.36 1 16.5
Sycamore 20 114.63 0 13.3
Sugarberry 30 60.51 0 26.1
Elm 12 110.28 0 20.8
Sugarberry 30 65.36 0 26.3
Oak 75 116.37 1 10.4
Oak 5 25.36 0 29.5
Elm 7 101.83 0 28.5
Sugarberry 8 39.7 0 14.5
Sycamore 23 82.11 0 19.4
Sycamore 18 117.42 1 19
Sugarberry 12 43.29 0 17.3
Elm 8 112.35 0 15.4
Oak 61 46.71 0 21.6
Sycamore 19 22.79 0 26.4
Elm 8 84.63 0 25.7
Oak 32 33.15 0 24.8
Oak 67 48.31 0 17.5
Elm 9 105.47 0 11.1
Elm 95 53.72 1 13.4
Dogwood 5 63.63 0 20.6
Sugarberry 36 56.82 0 23.7
Dogwood 31 23.92 1 25.3
Sycamore 26 105.96 0 21.6
Elm 11 69.38 1 11
Sugarberry 14 49.01 0 12.4
Sugarberry 68 74.22 1 13.6
Sugarberry 32 49.18 0 11.3
Elm 33 96.63 0 25.8
Oak 108 49.33 0 18.9
Dogwood 4 76.28 0 17.1
Dogwood 56 70.83 1 17.4
Dogwood 106 84.71 1 10.6
Elm 10 38.95 0 15.9
Sugarberry 22 53.18 0 18.6
Dogwood 4 89.15 0 28.2
Dogwood 37 50.89 0 26.3
Oak 84 78.76 1 20.2
Sugarberry 7 34.65 0 26.2
Dogwood 48 80.08 0 24.6
Sugarberry 43 68.15 1 15.7
Oak 30 89.43 0 11.5
Sycamore 110 65.01 0 27.3
Sugarberry 19 24.71 0 23.4
Oak 15 52.34 0 17.5
Elm 6 63.82 0 19
Elm 34 59.01 0 29.4
Oak 25 94.64 0 14.3
Sugarberry 25 42.76 0 26.5
Sugarberry 27 26.29 0 10.5
Dogwood 75 47.97 1 25.6
Oak 54 43.6 1 11.8
Sugarberry 13 20.76 0 12.6
Sycamore 25 83.36 1 20.5
Oak 22 56.19 0 16.1
Dogwood 10 29.63 0 14.9
Dogwood 2 67.4 0 23.5
Sycamore 24 107.31 0 17.6
Sycamore 26 47.73 0 12.4
Sugarberry 76 115.35 0 29.1
Dogwood 17 74.21 0 29.1
Sycamore 47 117.05 1 12.8
Sycamore 134 87.03 1 13.7
Oak 12 112.23 0 11.2
Sugarberry 32 54.54 1 12.5
Sugarberry 46 48.92 0 15.8
Dogwood 6 111.69 0 10.1
Dogwood 26 33.17 1 13.1
Sycamore 25 24.73 1 18.7
Sugarberry 7 53.48 0 21.4
Oak 28 41.56 0 16.6
Dogwood 72 56.46 0 15.8
Sycamore 25 114.91 0 23
Dogwood 14 57.92 1 28.7
Sycamore 42 27.21 0 27.4
Sycamore 30 62.69 0 29.1
Oak 15 75.3 0 24.9
Dogwood 36 27.72 0 18
Dogwood 27 54.62 0 14.7
Sugarberry 20 54.67 0 29.5
Dogwood 3 42 0 25.8
Sycamore 15 115.77 1 11.9
Elm 14 67.62 0 14.2
Sycamore 2 31.64 0 26.4
Elm 48 69.29 0 18.7
Oak 80 43.37 1 13.4
Elm 29 57.83 0 24.6
Sycamore 27 62.87 0 20.6
Elm 89 34.75 1 15.6
Sycamore 6 71.24 1 10
Sycamore 6 102.39 0 27.4
Dogwood 7 48.62 0 15.1
Sugarberry 27 106.58 1 25.7
Elm 69 108.46 0 12.6
Sycamore 66 75.6 1 17.2
Oak 8 109.43 1 29.5
Sugarberry 45 59.92 1 27.1
Sycamore 43 38.2 0 14.3
Elm 30 51.46 1 12.5
Oak 56 49.64 0 21.8
Elm 32 33.32 1 10.4
Oak 21 116.49 0 29
Dogwood 12 115.38 1 22
Sugarberry 20 50.8 0 24
Oak 6 48.92 0 12.2
Elm 13 92.88 0 11.3
Sycamore 99 61.93 1 24.7
Dogwood 30 64.22 1 27.2
Elm 38 111.15 0 17.4
Oak 2 47.05 1 19.3
Sycamore 15 68.06 0 17.9
Sycamore 47 56.8 0 15.9
Elm 30 32.63 0 28.3
Dogwood 25 76.88 0 26.5
Elm 18 110.28 0 28.3
Sugarberry 10 34.14 0 27.5
Oak 23 41.86 0 18
Sycamore 40 97.69 1 25.1
Oak 30 102.12 0 24.1
Sycamore 13 91.44 0 19.5
Sycamore 111 118.27 1 18
Oak 15 30.88 0 20
Sycamore 38 47.3 1 16.8
Elm 9 93.8 0 16.1
Oak 20 38.69 1 20
Oak 3 100.65 0 25.3
Oak 14 109.91 1 19.8
Oak 5 36.7 0 26.7
Sugarberry 17 98.43 0 11.7
Sugarberry 110 48.64 1 27.7
Oak 54 100.87 1 16.7
Oak 67 97.42 0 10.8
Sycamore 11 34.44 0 21.7
Elm 14 26.57 0 18.2
Oak 95 36.13 1 16.4
Elm 7 116.63 0 27.9
Sugarberry 43 55.47 0 19.9
Oak 28 29.06 0 28.1
Sycamore 8 116.88 0 18.9
Sugarberry 84 20.13 1 10.5
Dogwood 11 40.49 0 21.4
Oak 87 86.09 1 14.2
Elm 11 89.05 0 14
Sycamore 28 52.31 0 18.4
Sugarberry 17 66.2 0 10.1
Sycamore 13 83.66 0 28.7
Dogwood 3 110.18 1 11.4
Sycamore 15 60.32 1 13.2
Sycamore 16 67.63 0 22.3
Sycamore 4 66.45 0 27.5
Dogwood 15 119.4 1 10.8
Sugarberry 20 40.12 1 10.6
Sycamore 38 52.75 1 23.1
Sugarberry 8 112.47 1 10.4
Oak 30 34.71 1 13.8
Elm 9 76.99 0 19.5
Sugarberry 49 90.8 0 22.3
Elm 28 34.94 0 21.4
Sugarberry 21 84.17 0 17.5
Sugarberry 8 30.17 1 22.3
Sugarberry 9 37.56 0 17.7
Sugarberry 7 23.88 0 20.7
Dogwood 31 86.62 0 26.9
Elm 17 54.61 0 14.9
Dogwood 14 69.05 0 16.2
Oak 38 75.64 0 15
Sugarberry 17 50.87 0 17.3
Elm 34 78.08 1 25.3
Sycamore 53 45.03 0 28.2
Oak 45 114.66 1 15.1
Elm 26 86.57 0 11.6
Elm 14 83.91 0 14.5
Oak 50 39.25 1 14.8
Sugarberry 23 43.59 1 25.3
Sugarberry 26 25.52 1 29.8
Sycamore 5 116.85 0 21.5
Oak 30 26.91 0 22.5
Dogwood 13 43.59 0 11.5
Dogwood 11 119.31 1 19.8
Sycamore 2 32.04 0 15.7
Sycamore 9 116.24 1 26.5
Oak 35 94.63 1 21.7
Sugarberry 27 84.89 1 27.3
Sycamore 6 72.42 1 10.3
Sugarberry 10 96.64 0 17.3
Dogwood 70 72.55 1 16.9
Dogwood 37 103.69 1 10.9
Sycamore 12 26.01 0 23.2
Elm 12 47.26 0 18.5
Sugarberry 28 76.58 0 13.8
Sugarberry 35 110.31 1 19.5
Sycamore 6 96.11 0 21.4
Oak 16 34.81 0 17.3
Elm 3 52.46 0 27.2
Sugarberry 18 71.05 0 19.4
Dogwood 66 38.27 1 26.5
Sugarberry 25 24.37 0 14.8
Dogwood 22 29.19 0 18.4
Sugarberry 29 80.94 0 17.1
Elm 17 73.33 1 23.6
Sycamore 41 48.19 0 25.8
Sugarberry 12 67.06 1 16.5
Sycamore 29 68.56 1 12.2
Sugarberry 12 54.16 1 21.7
Elm 53 115.8 0 17.2
Oak 17 21.97 1 12.4
Elm 5 53.25 0 28.7
Oak 5 27.38 0 20.8
Sycamore 53 110.68 1 13.3
Sycamore 44 86.15 0 11
Dogwood 42 49.02 1 28.7
Dogwood 37 70.63 1 20.9
Sycamore 17 30.96 0 20.1
Oak 21 96.37 0 13.1
Oak 16 34.87 0 27.1
Oak 50 75.17 1 17.6
Oak 17 91.41 0 22.6
Dogwood 32 77.51 0 30
Oak 56 110.74 0 22
Elm 12 67.95 0 23.1
Sycamore 15 101.39 0 26.2
Dogwood 5 54.41 1 18.9
Oak 15 22.1 0 10.1
Elm 62 96.96 0 14.9
Oak 36 92.11 0 17.6
Sycamore 18 84.32 0 17.7
Sycamore 13 73.25 1 16.2
Sugarberry 11 40.21 0 10.6
Sycamore 71 118.4 0 21.8
Oak 13 72.97 0 14.2
Oak 52 77.76 0 28.6
Dogwood 28 113.32 1 22
Sugarberry 30 37.24 0 23.6
Oak 19 23.5 0 15.5
Sycamore 32 31.48 0 19.8
Sycamore 34 44.71 0 24
Sycamore 37 108.38 1 20.5
Sugarberry 23 117.89 0 10.8
Dogwood 64 60.36 0 13.9
Sugarberry 16 69.26 0 26
Oak 91 48.94 1 17
Dogwood 98 61.63 1 10.8
Sycamore 72 50.37 0 24.4
Oak 11 72.61 1 28.5
Oak 68 38.29 0 26.3
Elm 32 97.67 0 24.3
Oak 20 89.22 1 10.7
Oak 8 101.83 1 22.6
Oak 20 44.85 0 15.6
Sugarberry 27 28.43 1 18.2
Dogwood 30 116.75 1 21.4
Sugarberry 113 79.92 1 21.2
Elm 2 71.87 0 15
Sugarberry 186 64.89 1 18.8
Elm 61 61.71 1 22.7
Sycamore 55 119.93 1 16.4
Sugarberry 32 51.72 1 22.1
Sycamore 9 92.15 1 26.1
Sycamore 21 53.1 1 19.8
Dogwood 33 73.57 0 18.7
Elm 27 89.25 1 29.3
Elm 43 37.23 0 18.3
Oak 14 115.08 0 14.4
Oak 23 93.6 0 25.5
Oak 43 76.36 0 26
Sugarberry 27 100.83 0 15.3
Sugarberry 100 94.5 1 20.3
Sycamore 9 109.31 1 19.3
Sugarberry 42 25.49 1 17.9
Elm 45 111.34 0 19.6
Elm 2 104.72 0 10.6
Sycamore 15 23.52 0 22
Elm 45 80.89 0 21.8
Dogwood 37 57 0 17.6
Dogwood 23 112.1 1 10.7
Elm 10 83.09 0 27.5
Sycamore 56 97.46 1 20.3
Oak 66 92.25 1 24.2
Sugarberry 10 28.54 0 26.2
Sycamore 9 56.22 1 27
Dogwood 11 113.46 1 20
Sugarberry 21 88.71 0 28.9
Sugarberry 35 119.76 0 11.5
Dogwood 6 75.63 1 18.3
Sycamore 30 37.74 0 20.4
Elm 57 97.16 0 17.9
Dogwood 6 94.47 0 12.9
Sycamore 87 102.14 1 12
Dogwood 9 47.2 0 26.8
Sugarberry 1 45.41 0 19.2
Dogwood 2 65.12 0 24.1
Sycamore 2 39.87 0 14.8
Elm 32 76.35 0 26.5
Dogwood 4 75.79 0 16.2
Sycamore 19 54.17 0 10.6
Oak 20 110.91 1 23.8
Sycamore 31 20.34 1 25.8
Sugarberry 6 52.35 1 22.9
Oak 23 26.65 0 29.1
Oak 7 119.87 0 19.3
Sycamore 56 25.51 0 21
Dogwood 29 85.24 0 13.9
Sycamore 23 116.6 0 16
Dogwood 18 83.04 0 30
Sugarberry 20 48.81 0 14.2
Sycamore 35 49.25 1 26
Elm 69 73.08 1 15.8
Dogwood 95 97.2 1 21
Sugarberry 2 89.7 0 18.4
Sycamore 4 74.41 0 25.1
Sugarberry 9 108.22 0 11.3
Sugarberry 50 31.71 0 17.6
Oak 2 44.49 0 14.6
Elm 14 62.46 0 28
Oak 27 112.25 1 16.8
Sugarberry 20 61.09 0 22.3
Sycamore 59 23.34 1 11.9
Oak 58 45.19 1 19.8
Elm 7 35.95 1 20.3
